id,title,price,published,acreage,street,ward,district
1003,Phòng 30m2 đầy đủ tiện nghi Nguyễn Trãi,5800000,2018-01-08,30.0,Đường Nguyễn Trãi,Phường 10,Quận 5
1004,CĂN HỘ ĐẦY ĐỦ TIỆN NGHI TRẦN HƯNG ĐẠO,6000000,2018-04-04,35.0,Đường Trần Hưng Đạo,Phường 10,Quận 5
1005,"Phòng 35M2 1PK 1PN đầy đủ tiện nghi, có thang máy Nguyễn Trãi",6500000,2018-06-18,35.0,Đường Nguyễn Trãi,Phường 10,Quận 5
1006,Cho thuê gác trọ trung tâm Quận 5,2000000,2018-03-19,25.0,Đường Tản Đà,Phường 10,Quận 5
1008,Cần thuê phòng trọ Quận 5,1800000,2018-05-04,16.0,Đường Nguyễn Trãi,Phường 10,Quận 5
1009,"Cho thuê phòng có wc riêng nhà mặt tiền số 18 Tản Đà, P.10, Q.5. Giá 3tr/tháng Cô Bảy",3000000,2019-07-09,18.0,18 -20 Đường Tản Đà,Phường 10,Quận 5
1010,"Cho sinh viên nữ thuê phòng giá rẻ, uy tín, chủ nhà rất tốt",2000000,2020-02-08,18.0,14H/7A Đường Đỗ Văn Sửu,Phường 10,Quận 5
1011,CẦN CHO THUÊ PHÒNG GIÁ TỐT Ở QUẬN 5,2000000,2020-02-21,8.0,50 Đường Phạm Đôn,Phường 10,Quận 5
1012,"Cho thuê phòng có máy lạnh và máy giặt 15m2 nhà mặt tiền 141 Trần Hưng Đạo, P.10, Q.5. Giá 4tr/th",4000000,2020-03-10,15.0,141 Đường Trần Hưng Đạo,Phường 10,Quận 5
1013,"Cho thuê phòng trọ Full nội thất tại số 918 Võ Văn Kiệt, P.10, Quận 5. Gía thuê chỉ từ 4tr - 5tr/tháng",4000000,2020-03-14,20.0,918 Đường Võ Văn Kiệt,Phường 10,Quận 5
1014,Nhà trọ quận 5 gần cầu Nguyễn Tri Phương,3200000,2020-07-28,20.0,Đường An Bình,Phường 6,Quận 5
1015,"Phòng Duplex Cao Cấp, Ban Công, Giá Mới, Hồng Bàng Quận 5",5400000,2022-03-16,25.0,190 Đường Hồng Bàng,Phường 12,Quận 5
1016,"Nhà trọ cho thuê tại Quận 5 đường An Bình mới xây sạch sẽ, giờ giấc sinh hoạt tự do",3000000,2020-08-20,20.0,139/5 Đường An Bình,Phường 6,Quận 5
1017,"CHO THUÊ NHÀ TRỌ CAO CẤP GẦN Q1, ĐẦY ĐỦ NỘI THẤT",4300000,2020-02-08,18.0,67/3 Đường An Bình,Phường 6,Quận 5
1018,"Chính chủ cho thuê tầng 1 DT 30m2 nhà mặt tiền 335 Trần Hưng Đạo B P10 P5 giá 3,5tr/tháng",3500000,2020-07-20,30.0,335 Đường Trần Hưng Đạo,Phường 10,Quận 5
1019,"CHO THUÊ PHÒNG CĂN HỘ CAO CẤP, TIỆN NGHI, GIỜ TỰ DO TRUNG TÂM QUẬN 5",4500000,2021-06-26,20.0,980 Đường Võ Văn Kiệt,Phường 6,Quận 5
1020,"Cho thuê phòng trọ trung tâm quận 5, phòng riêng",1200000,2020-12-10,5.0,Đường An Bình,Phường 6,Quận 5
1021,PHÒNG CHO THUÊ QUẬN 5: ĐẸP - TỐT - RẺ CHỈ 3TR/TH,3000000,2021-02-18,20.0,18a Đường Ngô Quyền,Phường 6,Quận 5
1022,"Phòng chung cư lầu 1 mặt tiền Trần Hưng Đạo-Nguyễn Tri Phương, gần ĐHYD, giáp Q10, Q1, Q8, giờ tự do, an ninh, hình thật",1300000,2021-12-08,8.0,97/103 Đường Trần Hưng Đạo,Phường 6,Quận 5
1023,Nhà trọ Quận 5 ngay cầu Nguyễn Tri Phương trên đường Bình An Phường 6,1800000,2020-08-27,12.0,139/5 Đường An Bình,Phường 6,Quận 5
1024,"Cho thuê phòng trọ đầy đủ tiện nghi WC riêng, máy lạnh, máy nước nóng, tủ lạnh...",2700000,2021-07-14,22.0,751/40H/31 Đường Hồng Bàng,Phường 6,Quận 5
1025,"Cho thuê căn hộ chung cư Viễn Đông, Quận 5",4500000,2021-11-16,40.0,107B Đường Trần Hưng Đạo,Phường 6,Quận 5
1026,"Căn hộ mới 40m gồm 2 phòng, cửa sổ lớn ngay hướng gió, đủ tiện nghi",5500000,2021-01-07,40.0,119 Đường An Bình,Phường 6,Quận 5
1027,"Cho thuê phòng cao cấp Quận 5, cách trung tâm Quận 1 10 phút đi xe máy. LH 0938.123.507",5200000,2021-06-20,48.0,1186 Đường Võ Văn Kiệt,Phường 10,Quận 5
1028,"Phòng rộng 35m2, có Phòng ngủ riêng có ban công tại 5 Nghĩa Thục, Phường 6, Quận 5",2800000,2021-12-16,35.0,5 Nghĩa Thục,Phường 6,Quận 5
1029,Cho nữ thuê phòng an ninh sạch sẽ dưới chân cầu nguyễn tri phương,2500000,2022-06-26,12.0,Số3 lầu 3 Nguyễn Tri Phương,Phường 6,Quận 5
1030,"Cho thuê phòng Q.5 giá 1,000,000đ/ tháng, thoáng mát",1000000,2022-05-28,7.0,Đường Nguyễn Tri Phương,Phường 6,Quận 5
1031,"PHÒNG CAO CẤP QUẬN 5, 35m2, SAU LƯNG TRƯỜNG ĐH Y DƯỢT , FULL NỘI THẤT",5500000,2021-06-20,35.0,1188 Đường Võ Văn Kiệt,Phường 10,Quận 5
1032,"Chính chủ cho thuê phòng cao cấp Quận 5,có ban công,rộng 25m2, LH 0938.123.507 Hậu",4500000,2021-06-20,25.0,Đường 1186 Võ Văn Kiệt,Phường 10,Quận 5
1033,Cho thuê phòng trọ trong chung cư,1800000,2021-11-16,10.0,141 Đường Trần Hưng Đạo,Phường 10,Quận 5
1034,"Phòng trọ giá rẻ giảm giá chỉ 3,5 triệu full nội thất có ban công",3000000,2021-10-14,20.0,1178 Võ Văn Kiệt,Phường 10,Quận 5
1035,"CHO THUÊ PHÒNG TRỌ, CĂN HỘ MỚI XÂY QUẬN 5 GẦN ĐH Y DƯỢC",4800000,2022-07-26,26.0,Trần Hưng Đạo,Phường 10,Quận 5
1036,"Cho thuê phòng trọ tại 325 Đường Trần Hưng Đạo, Phường 10, Quận 5 (Chỉ cho Nam giới)",1600000,2022-07-29,12.0,325 Đường Trần Hưng Đạo,Phường 10,Quận 5
1038,"Phòng trọ mặt tiền đường nội thất cơ bản đầy đủ tại Hải Thượng Lãn Ông, Phường 10, Quận 5, Giá chỉ từ 2.5 Triệu/tháng",2500000,2022-02-25,18.0,Hải Thượng Lãn Ông,Phường 10,Quận 5
1039,"Phòng mặt tiền Trần Hưng Đạo, ở 3-4 người, cạnh Đại học Y Dược",4800000,2022-07-27,35.0,Đường Trần Hưng Đạo,Phường 10,Quận 5
1040,"Cho Thuê Phòng Đẹp Ngay Đường Võ Văn Kiệt, View Sông - Q.5, Gần Cầu Nguyễn Tri Phương, Giờ Giấc Tự Do.",5500000,2022-07-03,30.0,1188 Đường Võ Văn Kiệt,Phường 10,Quận 5
1042,"Cần cho thuê căn hộ mini lầu 6 dt 35m2, 1362 Võ Văn Kiệt, ngay trung tâm Q.5",6000000,2018-08-27,35.0,1362 Võ Văn Kiệt,Phường 13,Quận 5
1043,"Cho thuê phòng trọ tại Quận 5, đường Võ Văn Kiệt. Giá chỉ từ 3tr7",3700000,2018-12-17,20.0,Đường Võ Văn Kiệt,Phường 13,Quận 5
1044,"Phòng full nội thất ngay trung tâm Q.5, dt 25m2 siêu đẹp",4500000,2018-05-30,25.0,1362 Đường Võ Văn Kiệt,Phường 13,Quận 5
1045,Cho nữ thuê phòng (ưu tiên sinh viên nữ),1500000,2017-04-22,15.0,5/13 Huỳnh Mẫn Đạt,Phường 13,Quận 5
1046,"Cho thuê phòng tầng dưới - sinh viên nữ - điện, nước, net giá nhà nước",1800000,2017-07-31,25.0,5A Bãi Sậy,Phường 13,Quận 5
1047,"Phòng trọ giá rẻ, full nội thất, Giờ giấc tự do, Mặt đường Võ Văn Kiệt, ngay khu trung tâm quận 5. LH:0933.612.346",5500000,2019-07-15,35.0,1362 Đường Võ Văn Kiệt,Phường 13,Quận 5
1048,"Phòng 25m2 ngay trung tâm Q.5 full nội thất, khu cao cấp, sau lưng bưu điện Q.5",4500000,2019-04-18,25.0,1362 Đường Võ Văn Kiệt,Phường 13,Quận 5
1049,CHO THUÊ NHÀ LẦU 2 ĐƯỜNG PHÙNG HƯNG NGAY TRUNG TÂM Q5,3000000,2020-02-05,20.0,Phố Phùng Hưng,Phường 13,Quận 5
1050,"Cho thuê phòng rộng 30m2, full nội thất tại 1362 Võ Văn Kiệt, Quận 5",5500000,2019-09-19,29.0,1362 Đường Võ Văn Kiệt,Phường 13,Quận 5
1051,"Phòng trọ máy lạnh,k chung chủ-Nguyễn Trãi-Quận 5",3500000,2021-02-22,25.0,15 Đường Trần Chánh Chiếu,Phường 13,Quận 5
1052,"Phòng trọ giá rẻ dành cho sinh viên, học sinh",1500000,2019-08-04,6.0,Đường Nguyễn Thi,Phường 13,Quận 5
1053,Phòng 30m2 4tr Nguyễn Trãi-Quận 5,3500000,2020-04-20,30.0,Đường Nguyễn Trãi,Phường 13,Quận 5
1054,Phòng Trọ 20-35m2 - Quận 5 - Hướng View Võ Văn Kiệt,3500000,2020-03-04,20.0,1362 Đường Võ Văn Kiệt,Phường 13,Quận 5
1055,Phòng trọ được trang bị tiện nghi. Khuyến mãi đặc biệt giảm 300 ngàn cho khách tháng đầu tiên dọn vào ở. ,2800000,2019-05-31,16.0,313/21 Đường Nguyễn Trãi,Phường 7,Quận 5
1056,phòng trọ được trang bị đầy đủ tiện nghi.,3100000,2019-04-14,16.0,313/21 Đường Nguyễn Trãi,Phường 7,Quận 5
1057,"Cho thuê phòng trọ cao cấp Trần Hưng Đạo (Căn hộ dịch vụ), Quận 5",4000000,2019-12-04,20.0,Đường Trần Hưng Đạo,Phường 7,Quận 5
1058,Phòng trọ sinh viên giá siêu rẻ,1700000,2021-03-01,11.0,197 Đường Hải Thượng Lãn Ông,Phường 13,Quận 5
1059,Cho thuê phòng trọ mới xây full nội thất . Gần bưu điện Quận 5 . Giá từ 2 triệu 2 đến 5 triệu,4000000,2021-03-13,25.0,79/2 Đường Nguyễn Thi,Phường 13,Quận 5
1060,"Phòng 35m2, 2PN+2WC riêng full NT, Thag máy MT Võ Văn Kiệt, Q.5 Giá 6tr",6000000,2021-04-08,35.0,Đường Võ Văn Kiệt,Phường 13,Quận 5
1061,"Cho thuê phòng trọ 140 An Bình, Quận 5 giá 2.1tr đến 3.5 triệu/tháng. DT:0334693016",2100000,2019-06-02,18.0,140 Đường An Bình,Phường 7,Quận 5
1062,PHÒNG TRỌ GIÁ RẺ CHO SINH VIÊN THUÊ,1300000,2021-09-21,10.0,Đường Nguyễn Thi,Phường 13,Quận 5
1063,Cho thuê phòng trọ giá rẻ - ưu tiên sinh viên các trường ĐH ở Quận 5,1300000,2022-08-05,9.0,77/1A Nguyễn Thi,Phường 13,Quận 5
1064,"Phòng trọ cao cấp, full tiện nghi, an ninh tại Võ Văn Kiệt, Quận 5",5700000,2016-09-29,30.0,Võ Văn Kiệt,Phường 13,Quận 5
1065,"Phòng trọ cho nữ sinh viên thuê, 31 Trịnh Hoài Đức, Quận 5",2000000,2016-10-09,16.0,31 Trịnh Hoài Đức,Phường 13,Quận 5
1066,"Phòng trọ cho nữ sinh viên thuê, Trịnh Hoài Đức, Quận 5",2000000,2016-10-07,16.0,Trịnh Hoài Đức,Phường 13,Quận 5
1067,"Phòng 22m² thoáng, Thang máy+full NT đẹp Trần Hưng Đạo, giá 3tr8",3800000,2021-04-08,22.0,Đường Trần Hưng Đạo,Phường 13,Quận 5
1068,Cần cho thuê lại phòng full nội thất. LH: 0902975456,5500000,2016-11-20,30.0,Võ Văn Kiệt,Phường 13,Quận 5
1069,Thuê phòng Q.5. Ai cần liên hệ 0902975456,5500000,2016-11-10,30.0,Võ Văn Kiệt,Phường 13,Quận 5
1070,"Cho thuê Phòng trọ Full nội thất đường Phan Văn Trị, Q5. Ngay Nguyễn Trãi",4000000,2019-12-17,20.0,515 Đường Phan Văn Trị,Phường 7,Quận 5
1071,"PHÒNG TRỌ MỚI XÂY 250D/17 AN BÌNH, F7, Q.5. LH: 0936358507",2000000,2020-03-15,20.0,250D/17 An Bình Đường An Bình,Phường 7,Quận 5
1072,Cho thuê phòng trọ Quận 5 Trần Hưng Đạo,3000000,2020-06-24,27.0,Đường Trần Hưng Đạo,Phường 7,Quận 5
1073,Cho Thuê Phòng -29 Trần Xuân Hòa P7.Q5.TPHCM,2500000,2020-07-20,16.0,29 Đường Trần Xuân Hòa,Phường 7,Quận 5
1074,Cho Nữ thuê Phòng trọ khu trung tâm q5,3000000,2020-06-23,20.0,26 Đường Trần Xuân Hòa,Phường 7,Quận 5
1075,Cho thuê phòng máy lạnh trung tâm Q5,3500000,2020-04-01,45.0,36 Đường Trần Hưng Đạo,Phường 7,Quận 5
1076,Cho thuê phòng trọ Quận 5 giá rẻ,2000000,2020-06-24,18.0,750/8 Đường Trần Hưng Đạo,Phường 7,Quận 5
1077,"Chính chủ cho thuê phòng Đ/N giá nhà nước, MT Trần Xuân Hoà",3300000,2020-02-24,15.0,26 Đường Trần Xuân Hòa,Phường 7,Quận 5
1078,Phòng cho thuê thoáng mát sạch sẽ Quận 5 gần trung tâm,1500000,2016-04-20,12.0,Phan Văn Trị,Phường 7,Quận 5
1079,"Cho thuê phòng trọ tiện nghi- tại Phan Văn Trị, P.4, Q.5",4000000,2016-06-15,18.0,Phan Văn Trị,Phường 7,Quận 5
1080,Cho thuê phòng trọ ngay trung tâm Quận 5,3200000,2016-06-27,14.0,Trần Hưng Đạo,Phường 7,Quận 5
1081,Cho thuê lại phòng trọ trung tâm Quận 5. Giá 3triệu (có giảm). Điện nước theo hoá đơn nhà nước,2700000,2016-05-18,12.0,93/4 Huỳnh Mẫn Đạt,Phường 7,Quận 5
1083,"Cho thuê phòng trọ tiện nghi tại 434 Phan Văn Trị, P7, Q5",5500000,2016-06-10,22.0,Phan Văn Trị,Phường 7,Quận 5
1084,"Cho thuê phòng trọ Quận 5, giá rẻ cho sinh viên",2000000,2016-06-07,22.0,519 Phan Văn Trị,Phường 7,Quận 5
1086,"Phòng cho thuê ngay trung tâm Q5, TPHCM",1000000,2018-06-09,23.0,Đường Trần Phú,Phường 7,Quận 5
1087,"Cho thuê phòng ngay trung tâm Quận 5, Giá thuê 3,5tr",3000000,2017-10-31,15.0,Đường Bùi Hữu Nghĩa,Phường 7,Quận 5
1088,Cho thuê lại phòng trọ trung tâm Quận 5. Giá 2.8triệu,2800000,2017-06-20,12.0,93/4 Huỳnh Mẫn Đạt,Phường 7,Quận 5
1089,Nhượng lại phòng trọ hộp đồng 4 tháng,3700000,2018-05-07,30.0,Đường Trần Hưng Đạo,Phường 7,Quận 5
1090,"Cho thuê phòng trọ trung tâm Quận 5, đường Phan Văn Trị",3000000,2017-11-19,15.0,Đường Phan Văn Trị,Phường 7,Quận 5
1091,"Cho thuê phòng trọ - 106/4A Bùi Hữu Nghĩa, Quận 5",3000000,2017-10-25,15.0,Đường Bùi Hữu Nghĩa,Phường 7,Quận 5
1092,Phòng lớn có toilet riêng trung tâm Q.5 khu dân cư an toàn,4000000,2018-05-19,20.0,Đường Nguyễn Trãi,Phường 7,Quận 5
1093,Cho thuê phòng đầy đủ tiện nghi Quận 5,4500000,2017-08-04,30.0,34 Trần Hưng Đạo,Phường 7,Quận 5
1094,Phòng trọ đầy đủ tiện nghi giá rẻ gần trung tâm Quận 1,2500000,2018-08-10,20.0,Đường Trần Hưng Đạo,Phường 7,Quận 5
1095,"Cho thuê lại phòng trọ trung tâm Quận 5. Giá 3,2 triệu/tháng - LH: 0919 391699",3200000,2018-11-26,15.0,93/4 Đường Huỳnh Mẫn Đạt,Phường 7,Quận 5
1096,"Chính chủ cho thuê phòng mới Full nội thất tại 98 Ngô Quyền P7 Q5 giá từ 3,5tr/th",3500000,2021-04-20,14.0,98 Ngô Quyền,Phường 7,Quận 5
1097,Phòng trọ quận 5 chính chủ giá rẻ,3500000,2021-03-19,45.0,418/11c Đường Trần Phú,Phường 7,Quận 5
1098,[PHÒNG TRỌ FULL NỘI THẤT QUẬN 5],4500000,2019-03-12,20.0,323 Đường Nguyễn Trãi,Phường 7,Quận 5
1099,"CHO THUÊ PHÒNG TRUNG TÂM QUẬN 5, GẦN CHỢ, NGAY HẺM NGUYỄN TRÃI, KO CHUNG CHỦ, GIỜ TỰ DO, CÓ CHÌA KHÓA RIÊNG.....",3500000,2020-09-19,17.0,Đường Bùi Hữu Nghĩa,Phường 7,Quận 5
1101,Phòng Trọ Balcon 25m2 Ngay Mặt Tiền Đường Nguyễn Trãi.,4500000,2020-08-05,25.0,477 Đường Nguyễn Trãi,Phường 7,Quận 5
1102,Phòng trọ cho thuê (có thể ở ghép) ngay mặt tiền trung tâm Quận 5,1000000,2018-11-05,20.0,983 Đường Nguyễn Trãi,Phường 14,Quận 5
1103,"PHÒNG CHO THUÊ TRUNG TÂM CHỢ LỚN (P.14, Q.5)",798000,2018-09-20,6.0,984 Đường Nguyễn Trãi,Phường 14,Quận 5
1104,Cho thuê phòng trọ ở 983 Nguyễn Trãi p14 q5,1000000,2018-11-30,19.0,Đường Nguyễn Trãi,Phường 14,Quận 5
1105,"Cho thuê phòng trọ 494 Đường Phan Văn Trị, Phường 7, Quận 5. Giá phòng: 2,5 - 2,8 triệu/phòng, Điện 100k/Người, Nước 4k/",2500000,2021-05-23,20.0,494 Đường Phan Văn Trị,Phường 7,Quận 5
1106,"Phòng Quận 5 sát Hùng Vương plaza, đại học y dược, đại học Sư phạm, đại học hoa Sen (Có Ban Công Rộng)",4000000,2018-09-17,25.0,15 Đường Trần Chánh Chiếu,Phường 14,Quận 5
1107,"Phòng cao cấp đầy đủ tiện nghi cho thuê, 34 Trần Hưng Đạo, P.7, Q.5",4000000,2021-04-26,18.0,34 Trần Hưng Đạo,Phường 7,Quận 5
1108,"Phòng rộng 30m2, ban công, máy lạnh, Quận 5 gần ngay Lê Hồng Phong",4000000,2021-11-18,30.0,Đường Phan Văn Trị,Phường 7,Quận 5
1109,"Phòng cho thuê Q5 15m2 an ninh, yên tĩnh và sạch sẽ. Liên hệ: 0915252025 - gặp Thơ",3500000,2021-11-27,15.0,93/4 Đường Huỳnh Mẫn Đạt,Phường 7,Quận 5
1111,"Q.4, ngay chân cầu ông Lãnh,tìm người ở gép,đủ tiện nghi: 1,2Tr/T",1200000,2020-07-25,90.0,Đường Tôn Thất Thuyết,Phường 6,Quận 4
1112,"2 phòng ngủ - nội thất cơ bản chung cư Tân Vĩnh, Quận 4",8500000,2020-05-11,85.0,216 Đường Tân Vĩnh,Phường 6,Quận 4
1113,Phòng trò giá rẻ có sân thoáng mát gần bến xe buýt,2200000,2020-08-30,12.0,Đường Tôn Thất Thuyết,Phường 3,Quận 4
1114,"Cho thuê phòng mới có máy lạnh, Full nội thất tại hẻm 97 Đường 41, P.6, Q.4. Giá từ 4tr/tháng",4000000,2020-05-12,22.0,97/11/16 Đường số 41,Phường 6,Quận 4
1116,PHÒNG TRỌ Quận 4 - An ninh yên tĩnh tiện nghi,2800000,2020-10-31,14.0,Đường Tôn Thất Thuyết,Phường 3,Quận 4
1117,Cho thuê CHDV 35m2 đầy đủ nội thất mới cao cấp tại Khánh Hội P3 Q4 ngay chân cầu Kênh Tẻ,7000000,2020-10-26,35.0,49/5 Đường Khánh Hội,Phường 3,Quận 4
1119,PHÒNG CỬA SỔ CỰC LỚN VÔ CÙNG THOÁNG MÁT - TẠI QUẬN 4,6000000,2021-03-01,25.0,273 Bis Đường Tôn Thất Thuyết,Phường 3,Quận 4
1120,"Cho thuê phòng trọ view landmark 81 giá tốt tại 243/46/14/7 Hoàng Diệu, Phường 4, Quận 4",2100000,2021-11-02,20.0,243/46/14/7 Hoàng Diệu,Phường 4,Quận 4
1121,Phòng mới Quận 4 30m² Full nội thất bếp riêng,4800000,2020-12-21,25.0,49 Đường Khánh Hội,Phường 3,Quận 4
1122,Cho thuê phòng trọ chung cư Tôn Thất Thuyết diện tích 20m2 giá thuê 3tr5/tháng,3500000,2021-11-13,20.0,6 Đường Vĩnh Hội,Phường 4,Quận 4
1123,"Cho thuê trọ giá rẻ, không chung chủ tại Đường số 22, Phường 4, Quận 4. Lh chính chủ 0707.292.777 (không qua trung gian)",2800000,2021-11-12,16.0,Đường số 22,Phường 4,Quận 4
1124,"Phòng có cửa sổ lầu 2 thoáng mát, wc chung sạch sẽ tại hẻm Hoàng Diệu giá chỉ 1tr3/tháng",1300000,2021-12-29,6.0,243/74/9 Hoàng Diệu,Phường 4,Quận 4
1125,Phòng trọ full nội thất cao cấp view sông mặt tiền tôn thất thuyết f4 q4,4800000,2022-03-05,36.0,Tôn Thất Thuyết,Phường 4,Quận 4
1126,"Phòng riêng/ ghép Khánh Hội, gần Cầu Kinh Tẻ đầy đủ tiện nghi",2800000,2022-04-04,25.0,Khánh Hội,Phường 4,Quận 4
1127,Cho nữ thuê phòng đẹp đầy đủ tiện nghi .Q4 sát Cầu Kênh Tẻ 3tr5,3500000,2022-01-19,35.0,183F Đường Tôn Thất Thuyết,Phường 4,Quận 4
1128,Phòng trọ cao cấp mới 36m2 mặt tiền view sông đường Tôn Thất Thuyết F4 Q4,6000000,2022-02-25,36.0,183e2 Tôn Thất Thuyết,Phường 4,Quận 4
1129,"Phòng trọ an ninh, cao ráo, sạch sẽ hẻm Hoàng Diệu gần Quận 1, giá chỉ 2tr/tháng",2000000,2022-02-13,12.0,243/74/9 Hoàng Diệu,Phường 4,Quận 4
1130,"Cho nữ thuê phòng đầy đủ tiện nghi, đẹp hiện đại.q4",3500000,2022-04-17,35.0,Đường Tôn Thất Thuyết,Phường 4,Quận 4
1131,"Phòng trọ Quận 4 25m² (2-3 người) gần Q1, Q7",3000000,2022-03-21,25.0,Vĩnh Hội,Phường 4,Quận 4
1132,Căn phòng tràn ngập ánh sáng - full nội thất - khu nhà an ninh - Quận 4,7500000,2018-11-18,25.0,273 bis Đường Tôn Thất Thuyết,Phường 3,Quận 4
1134,"Phòng nội thất cao cấp bếp tiện nghi ven sông Quận 4 (giáp Quận 1, 7)",6000000,2018-05-23,25.0,273bis Đường Tôn Thất Thuyết,Phường 3,Quận 4
1135,Phòng trọ Quận 4 20m2 sạch sẽ thoáng mát,3000000,2019-01-13,20.0,Đường Tôn Thất Thuyết,Phường 3,Quận 4
1136,"Phòng trong chung cư sạch sẽ, yên tĩnh",4500000,2019-07-01,20.0,Đường Vĩnh Hội,Phường 3,Quận 4
1137,"Cho thuê phòng trên đường Khánh Hội, Quận 4",5500000,2018-12-25,28.0,Đường Khánh Hội,Phường 3,Quận 4
1138,"Cho thuê phòng tolet trong, giờ tự do mặt tiền đường, 1tr7, 1tr8, 2tr, 2tr5, 3tr",1800000,2018-12-20,12.0,Đường Tôn Thất Thuyết,Phường 3,Quận 4
1139,Share 1 phòng trống trong căn hộ chung cư 80m2 Quận 4,4000000,2018-09-20,80.0,Đường Khánh Hội,Phường 3,Quận 4
1140,Phòng đầy đủ tiện nghi Quận 4 (gần Q.1-5-7-8),7000000,2020-05-25,25.0,273 BIs Đường Tôn Thất Thuyết,Phường 3,Quận 4
1141,Phòng trọ cho thuê Quận 4 - tiện nghi lịch sự yên tĩnh,3500000,2019-10-24,18.0,277/4B Đường Tôn Thất Thuyết,Phường 3,Quận 4
1142,Phòng trọ - An ninh yên tĩnh tiện nghi - Quận 4,3000000,2019-12-31,16.0,277/4B Đường Tôn Thất Thuyết,Phường 3,Quận 4
1143,Phòng cho thuê Quận 4 - An ninh yên tĩnh tiện nghi,2900000,2019-08-21,14.0,277/4B Đường Tôn Thất Thuyết,Phường 3,Quận 4
1144,CHO THUÊ NHÀ TRỌ QUẬN 4 GẦN BẾN XE BUÝT,2000000,2020-04-08,15.0,189i/11Bis Đường Tôn Thất Thuyết,Phường 3,Quận 4
1145,"PHÒNG FULL NỘI THẤT TẠI TÔN THẤT THUYẾT, QUẬN 4 (GẦN SÁT CẦU KÊNH TẺ- KẾ BÊN CHỢ)",5500000,2020-02-18,20.0,273 Đường Tôn Thất Thuyết,Phường 3,Quận 4
1146,Phòng trọ đầy đủ tiện nghi an ninh sạch sẽ giá 3 triệu,3000000,2019-11-04,30.0,279 Đường Tôn Thất Thuyết,Phường 3,Quận 4
